input,best_output,score
宁可我负天下人，不可天下人负我。这句话是谁说的？,曹操。不过，最让一般民众痛恨的，还是曹操说了“宁教我负天下人，休教天下人负我”这句话,0.80859375
"世界上地理纬度最高,同时也是跨经度最多的一个大洲是什么?",南极洲。南极洲大陆平均海拔近几千米，是地球上平均海拔最高的大洲。,0.76171875
被称为东方之珠的城市是,香港。香港因而有东方之珠的别名和美誉，这个称号起源于1970年...[详细],0.74609375
汉武帝叫什么名字。,刘邦。推荐答案汉高祖即刘邦,0.7734375
被称为‘非洲屋脊’的是什么？,埃塞俄比亚高原。中西部的埃塞俄比亚高原占全国面积的2／3，平均海拔2500多米，有“非洲屋脊”之称,0.7109375
全世界语言运用最广泛的是？,英语。汉语是世界上使用人数最多的语言，英语是世界上适用范围最广的语言．故选：b．,0.8125
吕后的丈夫是谁,刘邦。推荐答案汉高祖即刘邦,0.7578125
"历史上的""武王伐纣""中的纣王是哪个朝代的国君?",纣王。商朝最后一个皇帝是商纣王，他因为宠幸苏妲己而亡国,0.81640625
花儿乐队的主唱是谁？,刘若英。《一辈子的孤单》原唱刘若英,0.6796875
阿拉伯人信什么教？,伊斯兰教。大部分阿拉伯人都是信仰伊斯兰教的,0.84765625
"曾担任谷歌中国区总裁,因致力于帮助青年大学生成长创办了创新工场的人是谁?",李开复。个人简介出生年月：1961.12.3祖籍：中国四川出生地：中国台湾毕业院校：美国哥伦比亚大学（计算机系）（曾就读于法学院）就职单位：创新工场职位：总裁李开复（1961年12月3日－）是一位信息产业的执行官和计算机科学的研究者,0.70703125
"都德的文章《最后一课》中说哪国语言是""世界上最美的语言""?",法语。我没有听过很多国家的语言但是有一点我知道之所以说法语是世界上最美的语言是因为法国作家都德写的一篇小说《最后一课》当时法国在普法战争中战败了部分法国领土被割让给了普鲁士从此当地的法国人要改学德语了再也不能使用法语了都德是在...,0.7734375
nba热火队在哪个城市,迈阿密。迈阿密热火队（miamiheat）球队全称：迈阿密热火队英文名称：miamiheat球队简称：迈阿密进入nba：1988所在城市：佛罗里达州迈阿密市体育馆：美航球馆(americanairlinesarena)容纳人数：19600,0.6328125
化学元素周期表的第一位是什么元素?,水星。水星最接近太阳，是太阳系的八大行星中按前后顺序排名第一的行星。,0.640625
两会指的是哪两会?,政协会议。每年的3月份，都会在北京召开全国“两会”，分别是人大会议和政协会议,0.671875
列夫托尔斯泰是哪国人,俄。俄国人，作家，代表作品安娜·卡列尼娜、复活、战争与和平列夫·托尔斯泰，19世俄国最伟大的作家,0.7734375
苏轼的弟弟是谁,苏辙。苏轼的父亲是苏洵，苏轼的弟弟是苏辙,0.7890625
林志颖老婆是谁？,王岳伦。李湘现在的老公是著名导演王岳伦,0.76953125
老斯来斯汽车是哪里制造的,美国。福特汽车公司是美国品牌，总部在底特律,0.71484375
"你是我心中最美的云彩这句歌词是出自凤凰传奇的哪首被网友封为""2012年神曲""的歌曲?",凤凰传奇。《月亮之上》是凤凰传奇的成名曲，在发行后引起了非常大的反响。,0.80859375
用什么测羊水破了,试纸。您好，用ph试纸检测羊水是否破裂不是用尿液检查，是将ph试纸放入阴道分泌物中检查,0.703125
谁改进了造纸术,蔡伦。东汉的蔡伦改进了造纸术,0.8359375
sgnx是什么函数,每日三次。tid即threetimesaday也就是每日三次的意思……,0.6328125
第一位给风力定级的唐代天文学家、数学家是谁？拜托各位大神,李淳风。第一个给风力定级的人是唐代杰出的天文学家——李淳风,0.8671875
"近期佳木斯市第19中学一名因舍身救学生而被网友称为""最美教师""的女老师叫什么?",张丽莉。张丽莉，可能是再普通不过的一个名字，但是她却印在了每一位中国人的心中，因为她是我们的“最美女教师”！是她，让我们看到一个老师所爆发的力量；是她，让我们看到一个老师对孩子包含生命重量的爱，她就是为救学生失去双腿的最美女教师——张丽莉...,0.73046875
电视剧《乡村爱情》中扮演刘能的是赵本山的那位徒弟?,刘星。角色介绍刘星是尚敬导演的情景喜剧《家有儿女》中的人物，由张一山饰演。,0.78125
蝙蝠是靠什么来辨认方向的,超声波。蝙蝠接收到反射回来的超声波，就明白前方哪里会有障碍物，就可以清除的辨别，它要飞行的方向是哪里了...,0.6640625
《水浒传》中冒充李逵，后被李逵一刀搠翻在地的人是谁,"李鬼。《水浒传》中有个人名叫李鬼,常冒充李逵拦路打劫,有一次正好撞上真李逵,被李逵一刀打翻在地",0.86328125
夜盲症是由于缺乏：,维生素a。缺乏维生素a会引起夜盲症,0.90234375
奥运五环代表什么,伊菲图斯。古代奥运会的创始人是伊菲图斯,0.65625
《史记》它是一部什么体的史书？,汉书。班固的《汉书》是第一部纪传体的断代史，记叙西汉一代史事。,0.77734375
《文心雕龙》的作者是谁？急,吴承恩。西游记的作者是吴承恩,0.72265625
土耳其的官方语言是什么,伊斯兰教。大部分阿拉伯人都是信仰伊斯兰教的,0.6796875
网球起源于哪个国家？,英国。英国是现代拳击运动的发源地.,0.73828125
克罗地亚的首都是哪个城市?,萨格勒布。萨格勒布（zagreb），克罗地亚首都，同时也是克罗地亚的政治、经济、文化中心。,0.6796875
世界卫生日是哪天？,7月11日。每年的7月11日为世界人口日（worldpopulationday）,0.75390625
有鱼米之乡的名称的是？,四川。享有“天府之国”美称的盆地是四川盆地,0.78125
是哪个国家研制成功的第一颗航空投掷型氢弹？,美国。美国20世纪50年代研制出的第一颗航空投掷型氢弹-mk17型氢弹,0.84375
空气中的主要成分是什么,二氧化碳。这是由于汽水中含有一种叫二氧化碳的气体而造成的,0.6328125
蒙古语的母亲怎么称呼,父亲。令尊是称呼对方父亲的敬词。,0.71875
"享有""泉城明珠""美称的大明湖位于山东的哪座城市?",济南。大明湖是济南三大名胜之一，被誉为“泉城明珠”。,0.84765625
"位于上海陆家嘴金融贸易区的哪座大厦,曾是中国大陆第3,世界第8高楼?",金茂大厦。金茂大厦[1]（jinmaotower），又称金茂大楼，位于上海浦东新区黄浦江畔的陆家嘴金融贸易区，楼高420.5米，目前是上海第2高的摩天大楼（截至2008年1月）、中国大陆第3高楼、世界第8高楼,0.84375
哪年建立的上海证券交易所？,上海。021是上海的电话区号,0.6953125
欧洲北靠哪个大洋,美洲。美洲是东临大西洋，西临太平洋,0.7890625
世界上首次测算出子午线长度的是：,卡文迪许。卡文迪许巧妙地利用扭称装置，第一次在实验室里比较准确地测出了引力常量被人们称为“能称出地球质量的人”,0.734375
小苹果是谁写的？,刘若英。《一辈子的孤单》原唱刘若英,0.6953125
什么是泉城的美称？,济南。泉城（济南市别称）一般指济南,0.796875
五一劳动节法定假期是多少天？？,"3天。今年“五一”节全国各地放假3天,时间为5月1日至3日",0.75
高耀太的哪个国家的,王岳伦。李湘现在的老公是著名导演王岳伦,0.71875
你是第几人称,第二人称。推荐答案‘我’是第一人称；‘你’是第二人称；‘他’是第三人称,0.70703125
鼓浪屿是我国哪个城市的著名景点：,厦门。鼓浪屿是厦门旅游景点中最具魅力的景观之一，是国家级重点风景名胜区，是厦门风景名胜的杰出代表，福建“十佳”风景区之首，全国35个王牌景点之一,0.70703125
乒乓球的发源地为：,英国。英国是现代拳击运动的发源地.,0.6796875
≡国演义的作者,罗贯中。三国演义罗贯中，水浒传施耐庵,0.66796875
非诚勿扰哪个台的？,江苏卫视。非诚勿扰类型：交友播出平台：江苏卫视播出时间：周六、日21：05,0.7578125
请问一下老版包青天的主题曲是谁唱的,牧羊曲。李连杰版的《少林寺》的主题曲是《牧羊曲》,0.765625
打倒孔家店是那一历史事件？,新文化运动。胡适的“打孔家店”的说法却被后来的人们悄无声息地改成了“打倒孔家店”，并将其视为五四新文化运动的核心精神,0.68359375
电视剧乌龙闯情关中上官凤儿的扮演者叫什么名?,孙佳奇。武媚娘传奇萧蔷的扮演是孙佳奇,0.80859375
拉萨藏语的意思为：,拉萨。日光城是拉萨的别称。,0.78125
nba的执行总裁是谁？,约翰逊。8月14日——埃尔文·约翰逊，美国nba球星，绰号“魔术师”。,0.640625
把什么电荷的移动方向称为电流方向？,正电荷。首先说明一下电路中正电荷流动的方向规定为电流方向而实际上电路中只有自由电子移动，它是带负电的，它的方向正好相反，所以电流方向总要与电子运动方向相反,0.7890625
天然蛋白质水解最终产物是什么,蛋白质。生物酶的结构和特性生物酶是具有催化功能的蛋白质,0.73046875
九寨沟位于哪个省份？,四川。享有“天府之国”美称的盆地是四川盆地,0.73828125
李卫那个直隶总督到底几品官？,从一品。推荐答案清朝直隶总督是加衔总督所以是从一品，当时全国设八大总督，分别为直隶、两江、闽浙、两湖、陕甘、四川、两广、云贵总督,0.73828125
佛教徒为了追荐祖先举行的法会活动叫什么?,"盂兰盆会。,佛教徒为了追荐祖先举行""盂兰盆会"";佛经中《盂兰盆经...民间在中元节这一天搞一些祭祀活动,拯救那些孤魂野鬼,应当与地官的赦罪有关",0.7734375
有谁知道捷克总理叫什么名字,卓琳。邓小平的老婆就是卓琳啊，请问还想问什么呢,0.6875
幸运草学名叫什么?,郁金香。荷兰的国花是：郁金香,0.671875
歌曲“酒干倘卖无”的原唱是：,刘若英。《一辈子的孤单》原唱刘若英,0.7734375
我国是世界上第几个进行载人航天的国家？,第三个。你好我国是世界上第五个能够发射卫星的国家前四名依次是前苏联美国法国日本!我国是第三个独立掌握载人航天技术的国家前两名分别是前苏联和美国！,0.77734375
我国天然橡胶最大的产区,"海南。我国的天然橡胶产区主要分布在广东的（雷州半岛），云南的（南部）以及（海南岛),其中最大的产区是（海南岛）",0.7578125
是谁在明朝末年将清兵引入关内的？,吴三桂。百度答案：清顺治元年(大顺永昌元年，1644)四月，摄政王多尔衮率八旗军与明总兵吴三桂合兵，在山海关内外击败李自成大顺军的重要战役,0.734375
世界上出产黄金最多的国家是非洲的哪个国家?,南非。世界上出产黄金最多的国家——南非,0.87890625
"""三过家门而不入""是我国哪一历史人物的故事?",大禹。大禹继父治水，“七年闻乐不听，三过家门不入”的美谈，流传至今。,0.7578125
鹿儿岛位于哪个国家?,日本。日本风格日本位于亚洲最东部，古称“东瀛”、“扶桑”。,0.6875
"被誉为""新儒林外史""的讽刺小说《围城》是哪位作家的作品?",钱钟书。《围城》是中现代文学史上一部风格独特的讽刺小说，作者钱钟书,0.85546875
"我们通常将睡眠中自行下床行动,而后在回床继续睡眠的怪异现象叫什么?",梦游。产生原因梦游（sleepwalking）是睡眠中自行下床行动，而后再回床继续睡眠的怪异现象。,0.8671875
"我们通常说""贵庚""时,是想知道对方的什么?",年龄。“贵庚”是问对方今年的年龄是多少，多用于问长辈的年龄和书面语。,0.77734375
